Index,In,Out
111,30.12020206,17.63892046
112,32.58794947,17.13614483
113,32.3754915,18.23880687
114,27.41742661,15.95774569
115,26.67267026,17.59301938
116,25.27921749,17.25166867
117,31.56481567,18.09094214
118,26.72820945,15.62300576
119,29.27972969,15.74993148
120,27.15475768,16.40591643
121,46.18399814,19.63365117
122,74.57667937,17.09710255
123,80.05170446,15.6496103
124,78.85985728,14.64517849
125,79.69859152,14.28171753
126,79.54068272,14.826968
127,78.69523862,14.05390801
128,76.68544816,14.74778657
129,74.52397838,15.19703984
130,74.02451037,13.64784743
131,74.08205804,13.52116708
132,74.41623038,14.03560502
133,71.08158756,15.18943904
134,72.33469164,14.39486524
135,73.15807618,14.94675871
136,71.36070736,13.84099937
137,75.34161292,13.52125797
138,74.05826987,13.22677837
139,72.34434984,13.92856045
140,71.23865325,14.00498427
141,70.0859105,13.83500322
142,68.94295944,14.22457973
143,68.06273133,12.86832355
144,68.89911804,13.01579575
145,68.64811275,15.29741135
146,74.22470637,15.61706434
147,68.63388601,14.57097813
148,68.47247509,15.7508993
149,69.33524629,14.41167338
150,66.60131189,14.96833175
151,68.61130969,18.14400806
152,67.98635715,15.22885144
153,67.48463277,14.17050475
154,68.3582191,15.79520606
155,68.04343686,15.09857487
156,67.20563274,14.35908797
157,68.08200512,18.41608501
158,68.40665455,16.35870207
159,66.50729297,13.97688276
160,66.6262698,14.35801029
161,66.83822658,14.49481319
162,65.72253844,12.7718953
163,69.18438281,13.79119381
164,66.00660486,14.65424022
165,68.05682736,12.65148683
166,67.51063118,12.15046903
167,63.7709161,11.32473049
168,62.39810782,11.83876659
169,57.94621667,13.79106365
170,50.32031709,14.75649894
171,51.35294809,14.67917677
172,56.35963965,13.00065501
173,52.29505818,12.4378017
174,42.89796063,12.5081212
175,46.56521441,19.90454097
176,51.45669526,21.14691242
177,54.05528277,22.44944666
178,45.28571677,22.38007751
179,44.80837541,20.14897287
180,51.56172606,19.89973955
181,48.66858846,20.67544334
182,38.55822393,17.28886126
183,38.84163804,14.96100875
184,45.94108724,12.53283093
185,48.82966225,11.44392105
186,35.43027067,11.06705623
187,32.3077209,12.23400948
188,39.02887929,14.50933149
189,46.6160385,14.6187715
190,40.45531871,11.93623492
191,34.22351928,12.34494621
192,39.39903916,13.8379321
193,34.25654319,15.16132213
194,19.87003796,14.89128349
195,24.89316993,13.95189932
196,35.20022699,14.09796089
197,34.89664022,14.52415162
198,19.67119722,13.90557709
199,20.61648858,14.19164874
200,23.55687611,14.28327042
201,30.49669588,14.75608453
202,22.53283782,13.15394991
203,21.53529581,15.1490544
204,25.49583606,14.56411701
205,32.16644257,16.65736913
206,17.66780507,17.09219556
207,21.9921476,15.86676558
208,30.80565942,14.06212005
209,32.01910406,13.33100458
210,21.26970021,13.27476031
211,18.92174421,14.16310943
212,25.70485499,13.60121495
213,32.20985989,13.93427645
214,27.11137189,13.23861568
215,22.87827784,12.94922533
216,27.40266505,13.73047747
217,33.33209356,15.53576271
218,18.74105176,14.05971771
219,22.31071779,14.72080889
220,30.43099086,15.17603359
221,33.170967,14.20960462
222,17.28309072,13.56828786
223,18.05660831,14.84271329
224,24.44433106,14.58116457
225,31.98303669,15.92158759
226,25.17467401,18.29926267
227,23.61223663,15.933755
228,29.21358018,15.02704645
229,32.24516426,15.55438999
230,19.96327404,15.34410315
231,23.94866087,16.75102986
232,34.00457519,16.63182857
233,37.14606909,18.6903894
234,21.17729331,15.87172704
235,19.27478958,18.31019915
236,25.71913827,33.72250204
237,32.25219542,33.29611411
238,29.09589419,31.54903132
239,24.87293157,27.78593517
240,27.97882109,21.27769807
241,35.27658696,21.72517712
242,18.26862639,22.49220744
243,22.3804865,21.86508039
244,27.76799547,22.69407743
245,33.6983598,20.61484859
246,20.1235597,19.78610658
247,23.26368868,23.46005846
248,33.16222722,21.92706406
249,45.39802578,22.13720623
250,41.51988007,21.16405687
251,46.1806245,22.11464159
252,61.19808395,28.089694
253,72.5417405,42.23220755
254,61.66063709,43.44472556
255,65.51267689,42.45641492
256,73.88865681,38.5994695
257,70.82749254,39.48939843
258,66.46861637,43.01671312
259,59.78582525,40.54190343
260,66.16920929,43.49569844
261,71.27170402,44.56224269
262,65.40878452,40.13217762
263,57.30609019,36.58348746
264,66.57923869,38.76411103
265,67.6856651,44.88372206
266,65.28232863,42.78881132
267,60.93692237,42.46268496
268,66.49421082,42.4084937
269,71.9648219,44.24729859
270,52.8522423,48.24072284
271,65.40518211,48.56680027
272,60.68459448,47.86741407
273,71.98950548,42.10321993
274,74.44378137,42.2285196
275,72.92918021,45.39860266
276,76.95441331,43.49975796
277,76.11903151,46.27390973
278,73.92516868,54.08319967
279,69.2467112,48.60254685
280,71.15865873,41.40976984
281,71.70388379,42.22477026
282,71.11167639,42.19205228
283,65.07671792,42.90823455
284,71.77330211,42.34522552
285,65.55379493,44.31521503
286,74.21414916,40.35420554
287,59.01990588,40.24822655
288,64.63305685,42.91081755
289,66.61448824,43.67155888
290,71.48118477,47.98662193
291,63.6810847,50.54141618
292,64.66416488,49.0691142
293,68.88730129,48.69476334
294,69.55427126,47.26504535
295,65.00331563,49.48631654
296,67.70124671,45.81335928
297,66.96940646,47.26462003
298,67.34297872,43.39212626
299,69.32562947,43.24498042
300,63.40063032,43.22444186
301,63.34794525,44.51479774
302,57.69112111,41.79567272
303,55.13201528,42.94766244
304,61.10471882,42.914201
305,73.57434381,41.17981987
306,69.1528689,41.95025202
307,55.98881623,42.39838247
308,63.16478915,42.78961402
309,68.9029124,38.81707985
310,70.10052238,38.80627243
311,67.5749243,38.8072798
312,80.9518028,41.34260242
313,78.77255312,39.98759898
314,75.79970785,42.72661482
315,66.37770825,38.2716361
316,65.11174088,34.99553623
317,69.40255894,37.9939591
318,61.24201929,36.77244397
319,59.84595985,40.60359893
320,57.49821784,41.80608545
321,63.33796392,41.01802741
322,61.47041332,40.69674352
323,52.02012139,39.75563526
324,53.15246369,40.84585952
325,68.12811912,39.8942876
326,61.82292546,38.68463243
327,51.17725291,39.88169087
328,52.90241074,39.63725478
329,56.90644796,37.02821341
330,52.41032022,38.55781069
331,46.93870193,40.77130392
332,50.57080181,39.40281624
333,73.00997755,37.42992368
334,75.45532809,39.54326269
335,57.36156799,39.84035427
336,57.28482561,43.21349626
337,61.20010926,42.27356523
338,58.45222269,39.38054451
339,52.27109903,40.95557824
340,60.78238228,41.93812621
341,61.00143782,37.61674001
342,60.91389583,39.62525768
343,55.87145867,41.80752661
344,59.56407279,40.40452209
345,63.49399554,41.68624208
346,60.51274688,41.00721139
347,57.44171951,40.96387311
348,56.45414292,38.98277444
349,62.98060254,47.02063086
350,71.85127577,48.25443046
351,62.4780212,46.93138287
352,57.64522243,40.89909371
353,63.63496358,40.34902801
354,65.62088309,39.8012055
355,69.43442381,41.98755655
356,84.7857353,43.70898125
357,89.87507423,44.46904089
358,90.50417378,43.35723161
359,84.16657124,46.47837343
360,82.76944517,49.47222357
361,90.47223693,55.11319177
362,78.08213703,50.49168276
363,74.50460273,46.9841078
364,67.46556003,43.33744005
365,71.69685999,48.01414159
366,61.93738036,40.73126467
367,55.72058173,40.11425256
368,63.68650067,38.3840793
369,64.12437506,33.84355591
370,65.32285589,35.49998847
371,54.75945734,30.92430236
372,62.55860095,31.57017241
373,59.65582242,34.96454555
374,56.00824111,37.11148626
375,56.12202835,36.66375232
376,49.48807655,37.96681071
377,56.40429122,41.59747287
378,54.36451966,41.03784443
379,47.09682061,37.92775504
380,54.52507448,36.80405283
381,64.43793156,45.41901069
382,52.96861994,34.41931937
383,47.50600179,33.34006428
384,42.64845891,30.42082433
385,48.1545305,32.40790604
386,47.56584926,41.492479
387,49.12656625,32.04992405
388,45.43292125,30.59859888
389,53.04600053,28.07996509
390,52.34773957,28.12861695
391,47.50364524,33.77768303
392,49.54859715,28.82325506
393,45.58643837,26.86422345
394,30.77527769,24.13311395
395,33.730444,25.14375775
396,36.79891342,24.16918275
397,41.27984671,28.00477886
398,40.39144302,24.05865112
399,33.43971745,23.64494281
400,29.61915918,21.38202196
401,37.08768649,19.57580385
402,35.91679737,19.30486279
403,28.11086537,19.19881643
404,38.9274034,19.47399958
405,32.36736677,19.65984021
406,28.30361322,19.6991979
407,32.61734591,19.36797362
408,37.27023688,19.56300519
409,37.23929938,23.05883928
410,35.1716175,22.89150847
411,33.22031486,22.95546599
412,32.9388098,21.58207501
413,39.3178311,22.21856324
414,33.76718584,19.46009108
415,28.24973943,19.93524741
416,33.56143413,20.27076025
417,31.43309821,20.20052723
418,21.0581637,18.69714131
419,22.7290573,15.93066722
420,29.81628182,16.308992
421,32.66715829,19.48857685
422,27.86082278,17.1086111
423,25.76328946,18.22265519
424,22.91595672,16.51724617
425,30.8376822,18.48569958
426,27.40103704,17.88550728
427,24.75912487,18.2012269
428,28.61584869,22.24073964
429,30.50331008,23.74030123
430,24.21918916,27.12505228
431,27.18444628,19.81367601
432,27.34050427,19.26825203
433,26.29322809,17.72193473
434,24.26099896,17.19566484
435,23.92558356,18.20284943
436,21.60352269,19.4261089
437,29.18138643,16.11598268
438,24.04860156,15.83886865
439,19.79781698,19.00850986
440,29.65645323,17.8133079
441,27.72114052,18.35650979
442,18.25424835,16.79157304
443,23.97757222,14.76161434
444,24.75395187,15.19415684
445,25.97220457,18.66841307
446,24.95826433,16.78162921
447,21.26425645,16.82701197
448,18.96932404,15.84525189
449,28.69620994,17.79674942
450,19.87112254,14.60274629
451,19.6275599,14.51228824
452,23.77203037,13.51275697
453,22.84333544,15.10715194
454,15.94482772,15.09398449
455,19.52717497,12.54277271
456,24.30085019,13.60365954
457,24.34028634,18.25861159
458,20.81394842,18.0507727
459,19.17441931,16.87220619
460,17.92263492,16.80380663
461,27.4577867,13.85074296
462,19.61355138,13.28889446
463,16.54546459,25.52809317
464,22.75814488,25.6110496
465,25.55425716,25.85948553
466,14.75540987,19.80507931
467,20.62154711,12.42583994
468,23.75699303,12.41464541
469,24.05702405,19.74655611
470,24.91590927,15.78369812
471,20.86419656,14.66197733
472,19.60799953,13.25732224
473,24.23790263,12.29991976
474,19.96237358,12.21758507
475,19.26082015,18.34854185
476,25.33839696,15.00853222
477,18.23477108,13.25564951
478,13.9818219,13.14394528
479,20.44258,13.02467428
480,22.86863454,12.19472043
481,20.80991378,14.15254296
482,21.56920269,14.07442659
483,14.32441642,13.07693935
484,14.95844252,13.27838491
485,20.58257633,12.92182783
486,17.08121414,13.92573439
487,17.44130663,14.55851841
488,19.53230277,12.65574967
489,18.07723344,12.79798217
490,14.31698664,12.53349775
491,17.44386825,13.1090361
492,20.24909284,12.6132781
493,19.14683325,19.11493883
494,20.22469737,15.20563453
495,15.70723352,15.51216032
496,11.74961039,14.55103052
497,21.34936024,13.76599016
498,18.50348033,12.72348754
499,18.28447714,13.30753863
500,19.91674532,11.29571113
501,19.0416477,11.53942257
502,16.67123466,11.91211255
503,18.36190566,11.45796526
504,22.51987517,11.88968075
505,19.90545184,13.73827932
506,25.73792781,16.76676756
507,21.16400394,13.69128612
508,16.81480561,13.55110784
509,25.83037741,12.95697306
510,24.68840199,12.03321607
511,21.85605268,13.04373994
512,24.13028685,13.40264643
513,20.08211315,14.33193452
514,18.93566193,12.79194604
515,21.54347384,12.80279963
516,21.78662034,13.70994816
517,20.32835662,15.27717207
518,24.05486633,15.14923897
519,21.39417926,14.62885656
520,22.24170878,13.57349334
521,26.50573027,15.00459136
522,23.80087147,14.27674686
523,21.01022652,20.38412251
524,25.04889205,36.47743861
525,21.81825676,36.60081933
526,14.50284109,34.76003523
527,22.25313001,33.99024649
528,23.47351534,29.31781606
529,21.23199162,31.21364947
530,27.48822048,30.43687703
531,20.83076255,22.93994723
532,14.39304818,16.5111478
533,26.22126792,14.24110259
534,25.26940673,15.62800189
535,24.54410496,17.86690154
536,29.84513797,15.58257273
537,34.81826732,16.40432224
538,35.97994224,16.69447132
539,39.90841562,18.420429
540,49.69525079,25.56515729
541,58.13146982,34.24460386
542,65.51514868,35.50191352
543,67.78920697,35.8539198
544,73.49015156,35.73161819
545,69.82929239,34.18136737
546,62.0971542,37.56657075
547,64.27796292,36.1124729
548,75.11920348,34.30335368
549,82.15728914,43.88991348
550,73.56032021,33.50145994
551,86.03924103,35.10891279
552,103.1544422,36.68979042
553,97.71100288,37.90446265
554,86.67105377,50.80271999
555,74.58600956,38.2737145
556,72.79204371,36.18041015
557,75.70921864,35.05302539
558,72.77901483,34.87149501
559,66.54593949,40.13191333
560,63.66844584,42.81437108
561,55.50694514,41.45931929
562,60.78918355,43.06035113
563,62.98826282,38.17368671
564,63.70994047,36.28933408
565,66.99229463,41.19293818
566,72.89290623,43.41734055
567,66.66331939,43.50301095
568,64.50830259,45.24272526
569,79.56866266,48.84379999
570,72.56524589,45.3647492
571,63.9768691,45.8020836
572,68.21232153,44.92435712
573,64.98184307,49.42437585
574,49.5085874,46.04418228
575,61.82049615,44.9292892
576,63.54754837,46.94010627
577,62.93193612,52.29774656
578,63.03804703,49.28937376
579,53.88244907,45.32380642
580,46.76011718,44.42973772
581,58.24426787,46.24658788
582,56.28036198,43.25657551
583,54.87454585,46.11110275
584,58.07134144,42.68630265
585,60.89422869,41.51300624
586,58.46667885,42.73741183
587,53.21533896,43.2955889
588,52.57841124,38.45014506
589,57.38773952,38.9703517
590,56.74620912,41.48885714
591,45.9999148,41.49967667
592,43.48963268,39.46560982
593,51.19986031,38.97735227
594,50.16106723,43.40023617
595,48.23276419,50.69858792
596,49.29491445,42.7889638
597,40.45744365,38.29643473
598,38.69821168,36.86322397
599,49.09425035,35.13690086
600,47.839352,40.77466376
601,45.08775282,44.94159447
602,45.05773389,42.16144795
603,42.77146718,38.03444284
604,36.70961802,40.26057165
605,49.60004374,43.33024883
606,50.84366323,37.6350991
607,52.88197943,41.05547506
608,66.90391428,42.36072453
609,55.58665922,39.808017
610,47.74202353,36.46432333
611,53.1862739,33.24773859
612,58.29352517,36.53323296
613,61.76265549,43.37357013
614,69.39793986,42.51347564
615,63.84060486,44.06732482
616,58.05446495,38.66002236
617,66.06460789,39.65499737
618,62.5367172,40.09502238
619,58.28473381,42.04836547
620,69.24336056,42.18486156
621,61.52142137,42.75390137
622,56.46175664,41.27889969
623,65.04415017,42.43690614
624,71.88529725,40.64014554
625,66.96902435,42.34878359
626,68.17108313,42.60620854
627,53.64115345,44.7755747
628,49.09877224,43.79947205
629,56.40064826,45.08480416
630,55.93930508,44.75739482
631,57.26524169,45.16785744
632,63.13868725,44.41049523
633,50.45953764,44.9129225
634,48.62087414,42.98654943
635,56.89297298,42.1937395
636,59.74542557,43.23952436
637,57.59015647,46.34091873
638,64.13321109,50.31212774
639,54.13954507,44.81430297
640,46.18628209,38.98656147
641,57.3627737,42.20914784
642,69.52502417,43.31781347
643,58.62067073,43.03599671
644,72.85520474,45.64760812
645,57.23481166,42.64504418
646,55.74049743,39.15768639
647,51.55317541,39.92962105
648,53.91857988,42.45387033
649,73.36401921,48.52414081
650,77.28597233,47.23819577
651,79.19275485,43.10592544
652,63.03735893,46.63337048
653,65.19269925,39.24633346
654,62.45784889,39.49892295
655,70.26671499,41.29096188
656,67.28387678,49.13031259
657,61.05465864,43.92864542
658,60.14169263,37.9778804
659,62.19797328,34.63000205
660,59.39597466,35.04772581
661,57.53625947,36.16768698
662,67.25729118,33.74023751
663,67.82593781,34.15034959
664,56.90960755,33.07920529
665,65.84470867,36.14405745
666,65.38351211,30.97444777
667,75.26005438,30.89023412
668,72.819891,26.55484032
669,64.36325682,28.71538764
670,78.41097638,29.67435916
671,67.70532941,29.04139699
672,56.33646088,32.15976317
673,67.69398942,37.37950851
674,63.18699759,38.46637836
675,54.08835061,31.17090027
676,43.71844222,30.0908594
677,47.70682875,31.57928658
678,50.17591977,37.67703508
679,45.6416399,41.24499268
680,46.06658665,34.120679
681,42.55122174,30.54018072
682,34.04778569,32.09611396
683,38.13695021,30.29524392
684,40.25773055,27.6110241
685,36.27966382,28.25364632
686,48.05656498,27.90064312
687,40.95921905,26.34646458
688,37.51194434,23.72217229
689,46.2048077,24.27045082
690,47.89012143,26.19679986
691,47.98460709,26.3826474
692,55.33611436,24.25745432
693,42.93758863,28.25763733
694,44.20844623,30.03405912
695,46.0617281,24.6926086
696,45.49676674,24.32531901
697,48.09116006,26.8980427
698,94.5756849,27.95404077
699,77.33520829,28.07589935
700,68.48920569,26.05687022
701,80.59457416,25.20355281
702,78.57860393,24.31555685
703,79.1324459,20.66948574
704,77.81158582,19.0114063
705,79.42672517,20.9694833
706,79.28588006,21.33504334
707,78.16935975,20.23513042
708,75.42079575,18.76435657
709,80.17106215,23.09104972
710,77.43885461,23.09072108
711,75.90021122,22.93665265
712,74.93066656,22.62859769
713,74.97995441,20.94114335
714,77.17674116,16.6380842
715,76.83031536,17.52241228
716,73.96953754,15.95388453
717,72.90116964,17.71120441
718,72.96735899,17.97353478
719,72.9143092,17.01434501
720,72.2307045,18.50531358
721,73.25321734,19.72071405
722,72.67578832,19.87227008
723,76.47148684,18.9640462
724,75.44435209,19.7235936
725,75.15714665,15.78570223
726,74.31923504,16.88983408
727,74.30168566,16.86262603
728,75.19663966,19.11384644
729,74.11821809,17.70827457
730,73.38530595,16.04904769
731,76.98791736,15.87675807
732,73.28907344,15.93304692
733,75.10069841,20.75440073
734,73.95721742,18.24209799
735,74.12900036,18.47957386
736,71.4507786,17.24668415
737,73.63060092,16.251733
738,77.58029813,14.52123095
739,74.87640716,16.51009065
740,66.54016504,15.02923839
741,69.98596919,14.11852193
742,70.87706807,14.91130279
743,69.68127238,13.85405064
744,66.46702119,13.47227647
745,67.6290743,17.38447772
746,71.38576284,18.62595075
747,70.08027987,17.13058852
748,63.39613217,15.98373793
749,65.3915642,14.36750239
750,67.32521041,13.1218382
751,63.0989126,25.58814315
752,69.14229771,26.78593734
753,67.18047114,27.19055056
754,63.4563898,23.25774362
755,63.44380457,14.08263085
756,65.17709154,13.42571658
757,65.68490582,21.00449599
758,68.65705391,16.02045029
759,64.63341942,15.5305061
760,58.65141898,14.4138517
761,61.44864988,13.33067892
762,61.32233024,13.13367373
763,55.55780793,18.71582857
764,57.22000349,15.14443239
765,51.37990243,14.24452833
766,47.30813316,13.68484406
767,55.96591139,12.62054122
768,50.32864511,13.0236565
769,43.60562203,14.44047308
770,48.35875864,13.98743796
771,45.46124582,13.85114123
772,36.45773465,12.7948866
773,41.06260763,13.28210541
774,42.54292312,12.86620611
775,43.39874316,13.70527864
776,46.61751893,12.97501863
777,37.50424483,12.94651636
778,29.31474901,13.6703182
779,37.67340695,14.22555075
780,39.86730773,13.23476082
781,34.55530817,19.92702699
782,49.18374582,16.10099062
783,36.63843795,15.38800117
784,27.28452606,15.23443728
785,35.20964571,14.1629595
786,31.37893354,13.14847442
787,25.82865848,14.24782738
788,30.32833819,13.60424192
789,22.20549967,12.88290485
790,19.69838592,13.24795939
791,20.09857247,13.59586493
792,24.17951408,13.88434409
793,19.42931204,14.71758752
794,23.83847253,14.29579001
795,21.7081762,14.41572219
796,18.11295275,14.21333836
797,19.44508169,15.24227597
798,24.7167841,15.85120508
799,19.14375768,14.61231394
800,26.650714,13.69638129
801,19.51896582,14.48082178
802,21.83722147,14.61880804
803,25.97583488,15.81517567
804,26.06450493,14.47773139
805,19.49693498,18.4364109
806,24.08354025,15.43986598
807,20.22074155,14.51640877
808,21.71237828,13.62753092
809,21.59835681,14.36253765
810,26.57532791,14.57270256
811,20.59123385,20.84757585
812,27.56273182,43.2813109
813,22.94465758,42.60488187
814,22.48172736,43.2594837
815,20.82652746,35.93109347
816,28.69606578,32.54882974
817,23.67222306,27.05568312
818,21.07181374,21.77328727
819,19.87449557,16.85185567
820,19.21891088,16.98317661
821,20.27198492,14.61907906
822,22.79267341,14.98312576
823,23.54650262,18.8802312
824,29.80904051,17.83812057
825,33.97475962,17.10080814
826,32.17296906,17.60684156
827,37.81559682,19.2570001
828,51.57979136,24.1271838
829,54.47907745,40.77748574
830,57.53350602,40.58444562
831,54.55695344,36.86213211
832,52.23923862,33.9413241
833,54.42682147,34.88392573
834,55.47999907,35.53925901
835,63.65459374,46.2558949
836,61.68707371,42.7264561
837,48.68465862,33.36523855
838,57.5994796,38.42240098
839,51.62715476,35.04631361
840,57.04108621,36.05389971
841,72.08076736,41.01841492
842,60.1646914,42.27250584
843,55.1254517,42.84692338
844,47.51363669,35.84371153
845,50.50326442,40.60848819
846,81.24189513,39.10968405
847,60.74864501,47.96610579
848,57.71217927,45.68555871
849,55.46428537,47.54989353
850,47.96661527,52.7069509
851,56.22598371,52.0197861
852,65.51582341,50.67224618
853,67.56448781,52.33138967
854,74.46136188,46.78927325
855,73.76504276,46.76171493
856,61.47134285,43.03216852
857,67.20089902,46.83514921
858,85.97086191,47.31189363
859,74.92279135,46.77997201
860,60.59610043,46.66202538
861,66.57969907,51.47784336
862,77.24729659,51.97736896
863,81.71401196,45.04188906
864,72.35931641,48.1196703
865,69.87735756,48.40515714
866,70.73933201,46.29092942
867,66.34159962,48.57138504
868,58.29243397,43.86831564
869,63.23668765,44.15245934
870,63.99018601,44.38126844
871,60.43267246,44.6592333
872,63.49462831,42.56957332
873,61.11845818,47.07257228
874,60.43660872,43.23561099
875,57.48382243,41.18561971
876,56.61740929,42.04430517
877,52.59196396,44.28283571
878,54.86130721,41.54615284
879,49.83673913,40.11280894
880,41.40509604,38.31830271
881,46.10046096,38.50532522
882,48.36735804,33.58915005
883,44.6029609,38.87092693
884,40.03400646,39.12814368
885,43.39065722,39.26176399
886,46.0878037,37.31932443
887,43.73064463,41.34245023
888,42.1185335,41.13482962
889,43.28512176,48.07126215
890,41.85663932,47.58468919
891,39.31710166,42.35993361
892,34.78430993,38.6650296
893,40.50610895,39.77200801
894,43.95793411,37.64965493
895,46.22771034,46.44095438
896,49.17640456,43.19986482
897,58.16512303,41.60190055
898,47.05486754,39.6168778
899,49.36605157,40.87690539
900,54.54921719,43.50708368
901,52.39502311,46.13585224
902,59.58008123,46.88317657
903,53.25392439,41.77129938
904,53.31021155,45.99585014
905,66.10069282,57.06955236
906,81.0567081,46.4715466
907,87.33392718,42.96351855
908,91.89848405,43.9472687
909,88.19943232,47.86298618
910,84.69679753,44.80112992
911,84.0546903,40.18269653
912,76.67874238,38.83274292
913,77.3466297,46.03692015
914,81.78209493,45.60724418
915,82.26085067,48.09661127
916,61.56138971,44.8712771
917,64.58059195,46.04624699
918,66.99291093,42.06014959
919,65.0291156,48.15185545
920,66.0111541,46.43831162
921,65.91570006,43.27779939
922,55.91784257,44.71591593
923,58.36906282,44.62582435
924,70.84280088,48.14055426
925,78.64101316,52.51752877
926,72.96308151,49.52034819
927,78.93200279,49.8729712
928,73.04120617,48.57446206
929,86.93945331,54.52167461
930,80.04457397,51.63705743
931,71.63534798,45.74418305
932,72.18825895,46.44851237
933,70.75942869,46.10478535
934,68.9959577,45.96101873
935,64.95663582,50.4784792
936,72.26549195,48.62109351
937,76.41317701,54.64640009
938,77.51824635,48.83978459
939,72.80068075,45.22195936
940,69.66496587,40.05286883
941,71.45622156,44.40617113
942,75.00537795,40.27493768
943,66.28347623,40.77518332
944,62.15872994,36.69206482
945,64.61269779,37.24143172
946,66.11722448,35.45358399
947,63.30948495,32.74849376
948,52.98410572,32.34246305
949,50.01374815,40.12880029
950,54.33980552,37.11825793
951,52.78607721,36.05265114
952,48.93336676,33.63745746
953,52.07236317,33.93661404
954,47.64815982,30.9507437
955,48.31691979,30.85880994
956,53.47894474,29.32814243
957,41.5381063,30.19104929
958,40.95630143,30.50830367
959,45.02716894,28.08596604
960,47.90356147,28.82611102
961,43.98667843,29.1220641
962,49.57011253,28.95790603
963,42.2056907,27.77687275
964,37.23445475,26.40262899
965,44.47219429,26.5408034
966,50.94844448,22.76135347
967,47.40445637,27.59668827
968,42.2422804,22.4764895
969,35.84097591,24.65452013
970,32.05958731,21.54294077
971,43.14076187,24.34964527
972,46.99596137,24.00886866
973,37.25443796,24.49695574
974,51.245044,24.23697929
975,46.30981857,23.06490696
976,37.92458337,21.26859952
977,37.07893259,22.95149374
978,46.22531826,24.39052594
979,50.67075932,23.29744988
980,57.49308475,21.22782935
981,56.04747612,22.44578729
982,46.32487763,23.41093959
983,40.2362474,21.73556362
984,36.20144246,20.60130567
985,49.78898764,23.76736959
986,72.35178778,23.42587006
987,74.46867967,23.97545687
988,72.26651755,20.77307083
989,67.11199154,21.0135341
990,74.81566469,18.48717141
991,75.12968854,19.37718901
992,72.82255186,19.34247529
993,68.78566387,20.32709824
994,71.40558824,19.44283777
995,75.75916672,20.01930283
996,68.78138388,19.45761857
997,70.05440907,20.2463207
998,73.15636448,22.68193207
999,73.07461473,20.24207935
